cumulative_attempts	attempts	complete	unchanged	same_edge	self_loop	duplicate	undirected_duplicate	excluded	metaedge	abbrev	permutation
287	288	0.10028	0.48886	0.0069444	0	0.072917	0	0	Gene - participates - Hallmarks	GpH	2
574	287	0.20021	0.25487	0	0	0.10105	0	0	Gene - participates - Hallmarks	GpH	2
861	287	0.30014	0.1546	0	0	0.097561	0	0	Gene - participates - Hallmarks	GpH	2
1148	287	0.40007	0.0961	0.0034843	0	0.066202	0	0	Gene - participates - Hallmarks	GpH	2
1435	287	0.5	0.083565	0.0034843	0	0.087108	0	0	Gene - participates - Hallmarks	GpH	2
1722	287	0.59993	0.068245	0.0034843	0	0.066202	0	0	Gene - participates - Hallmarks	GpH	2
2009	287	0.69986	0.058496	0	0	0.076655	0	0	Gene - participates - Hallmarks	GpH	2
2296	287	0.79979	0.038997	0.0034843	0	0.073171	0	0	Gene - participates - Hallmarks	GpH	2
2583	287	0.89972	0.044568	0.0034843	0	0.052265	0	0	Gene - participates - Hallmarks	GpH	2
2870	287	0.99965	0.062674	0	0	0.10453	0	0	Gene - participates - Hallmarks	GpH	2
2871	1	1	0.062674	0	0	0	0	0	Gene - participates - Hallmarks	GpH	2
35514	35515	0.1	0.46669	0	0	0.037421	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	2
71028	35514	0.2	0.22506	0	0	0.038013	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	2
106542	35514	0.3	0.11288	0	0	0.038238	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	2
142056	35514	0.4	0.062083	0	0	0.035113	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	2
177570	35514	0.5	0.038768	0	0	0.037591	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	2
213084	35514	0.6	0.028327	0	0	0.037253	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	2
248598	35514	0.7	0.023461	2.8158e-05	0	0.037901	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	2
284112	35514	0.8	0.021479	2.8158e-05	0	0.036436	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	2
319626	35514	0.9	0.020319	0	0	0.036802	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	2
355139	35513	1	0.019598	0	0	0.036325	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	2
1657	1658	0.10005	0.5315	0	0	0.1737	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	2
3314	1657	0.20004	0.2993	0	0	0.16113	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	2
4971	1657	0.30002	0.18296	0.0006035	0	0.16415	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	2
6628	1657	0.40001	0.13806	0	0	0.16596	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	2
8285	1657	0.5	0.11538	0	0	0.16053	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	2
9942	1657	0.59999	0.10113	0.0006035	0	0.1551	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	2
11599	1657	0.69998	0.093169	0	0	0.17622	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	2
13256	1657	0.79996	0.089066	0	0	0.16958	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	2
14913	1657	0.89995	0.086894	0	0	0.17139	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	2
16570	1657	0.99994	0.093652	0	0	0.15932	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	2
16571	1	1	0.093652	0	0	0	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	2
6937	6938	0.10001	0.54918	0	0	0.21044	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	2
13874	6937	0.2	0.32766	0.00014415	0	0.20499	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	2
20811	6937	0.29999	0.22083	0	0	0.21537	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	2
27748	6937	0.39998	0.16571	0	0	0.2158	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	2
34685	6937	0.49997	0.13647	0	0	0.21133	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	2
41622	6937	0.59996	0.12148	0.00028831	0	0.21147	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	2
48559	6937	0.69995	0.11433	0	0	0.21566	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	2
55496	6937	0.79995	0.11162	0	0	0.20701	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	2
62433	6937	0.89994	0.1126	0.00014415	0	0.21465	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	2
69370	6937	0.99993	0.1152	0	0	0.21407	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	2
69375	5	1	0.11514	0	0	0.2	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	2
1134	1135	0.10005	0.47073	0.00088106	0	0.048458	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	2
2268	1134	0.20002	0.23307	0	0	0.048501	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	2
3402	1134	0.29998	0.11425	0.00088183	0	0.052028	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	2
4536	1134	0.39995	0.066291	0	0	0.057319	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	2
5670	1134	0.49991	0.048307	0.00088183	0	0.051146	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	2
6804	1134	0.59988	0.039492	0.00088183	0	0.039683	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	2
7938	1134	0.69984	0.042313	0	0	0.046737	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	2
9072	1134	0.79981	0.035261	0	0	0.056437	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	2
10206	1134	0.89977	0.038082	0	0	0.049383	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	2
11340	1134	0.99974	0.033498	0.0017637	0	0.045855	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	2
11343	3	1	0.033145	0	0	0	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	2
510	511	0.10004	0.45576	0	0	0.011742	0	0	Gene - participates - Positional-Gene-Sets	GpC1	2
1020	510	0.19988	0.21457	0	0	0.021569	0	0	Gene - participates - Positional-Gene-Sets	GpC1	2
1530	510	0.29973	0.11042	0.0019608	0	0.015686	0	0	Gene - participates - Positional-Gene-Sets	GpC1	2
2040	510	0.39957	0.058731	0	0	0.015686	0	0	Gene - participates - Positional-Gene-Sets	GpC1	2
2550	510	0.49941	0.03289	0	0	0.011765	0	0	Gene - participates - Positional-Gene-Sets	GpC1	2
3060	510	0.59926	0.024276	0	0	0.039216	0	0	Gene - participates - Positional-Gene-Sets	GpC1	2
3570	510	0.6991	0.022709	0	0	0.0098039	0	0	Gene - participates - Positional-Gene-Sets	GpC1	2
4080	510	0.79894	0.017228	0	0	0.017647	0	0	Gene - participates - Positional-Gene-Sets	GpC1	2
4590	510	0.89879	0.024276	0.0019608	0	0.02549	0	0	Gene - participates - Positional-Gene-Sets	GpC1	2
5100	510	0.99863	0.021926	0.0019608	0	0.013725	0	0	Gene - participates - Positional-Gene-Sets	GpC1	2
5107	7	1	0.021926	0	0	0	0	0	Gene - participates - Positional-Gene-Sets	GpC1	2
708	709	0.10008	0.4856	0.0014104	0	0.078984	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	2
1416	708	0.20003	0.24901	0.0014124	0	0.081921	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	2
2124	708	0.29997	0.14342	0.0028249	0	0.070621	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	2
2832	708	0.39992	0.091474	0.0014124	0	0.066384	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	2
3540	708	0.49986	0.070582	0.0014124	0	0.070621	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	2
4248	708	0.5998	0.057595	0.0014124	0	0.073446	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	2
4956	708	0.69975	0.052513	0.0028249	0	0.069209	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	2
5664	708	0.79969	0.046302	0	0	0.067797	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	2
6372	708	0.89963	0.044043	0	0	0.067797	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	2
7080	708	0.99958	0.036138	0.0014124	0	0.072034	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	2
7083	3	1	0.036138	0	0	0	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	2
1963	1964	0.10002	0.53331	0	0	0.17515	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	3
3926	1963	0.19999	0.30454	0	0	0.15996	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	3
5889	1963	0.29996	0.19454	0	0	0.16658	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	3
7852	1963	0.39993	0.14158	0	0	0.17117	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	3
9815	1963	0.4999	0.11285	0	0	0.17932	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	3
11778	1963	0.59987	0.09778	0	0	0.16047	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	3
13741	1963	0.69984	0.096354	0	0	0.16964	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	3
15704	1963	0.79981	0.096557	0	0	0.16505	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	3
17667	1963	0.89978	0.097576	0	0	0.19307	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	3
19630	1963	0.99975	0.092891	0	0	0.15894	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	3
19635	5	1	0.092891	0	0	0.2	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	3
1617	1618	0.10005	0.49592	0.00061805	0	0.12608	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	3
3234	1617	0.20004	0.27306	0.00061843	0	0.12678	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	3
4851	1617	0.30002	0.16547	0	0	0.11132	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	3
6468	1617	0.40001	0.11625	0	0	0.13296	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	3
8085	1617	0.5	0.091764	0.0012369	0	0.14657	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	3
9702	1617	0.59999	0.07346	0	0	0.10884	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	3
11319	1617	0.69998	0.068019	0.00061843	0	0.13234	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	3
12936	1617	0.79996	0.06975	0	0	0.12121	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	3
14553	1617	0.89995	0.069008	0	0	0.12987	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	3
16170	1617	0.99994	0.067029	0	0	0.12678	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	3
16171	1	1	0.067029	0	0	0	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	3
14284	14285	0.1	0.49283	0	0	0.094925	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	3
28568	14284	0.2	0.25725	0	0	0.10046	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	3
42852	14284	0.29999	0.14667	7.0008e-05	0	0.095982	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	3
57136	14284	0.39998	0.094002	0	0	0.099342	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	3
71420	14284	0.49998	0.071041	0	0	0.092551	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	3
85704	14284	0.59997	0.060148	7.0008e-05	0	0.091991	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	3
99988	14284	0.69997	0.055948	7.0008e-05	0	0.096402	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	3
114272	14284	0.79996	0.052615	7.0008e-05	0	0.098222	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	3
128556	14284	0.89996	0.050711	0	0	0.094511	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	3
142840	14284	0.99995	0.049311	0	0	0.097242	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	3
142847	7	1	0.049283	0	0	0.14286	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	3
1153	1154	0.10003	0.52531	0	0	0.16464	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	3
2306	1153	0.19998	0.30409	0.0008673	0	0.15004	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	3
3459	1153	0.29993	0.19452	0	0	0.16739	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	3
4612	1153	0.39988	0.13696	0	0	0.15785	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	3
5765	1153	0.49983	0.11408	0	0	0.16565	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	3
6918	1153	0.59977	0.095007	0	0	0.16999	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	3
8071	1153	0.69972	0.084605	0	0	0.17433	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	3
9224	1153	0.79967	0.087725	0	0	0.16739	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	3
10377	1153	0.89962	0.089806	0	0	0.16826	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	3
11530	1153	0.99957	0.091193	0	0	0.15178	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	3
11535	5	1	0.091193	0	0	0	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	3
17495	17496	0.1	0.54626	0	0	0.20759	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	3
34990	17495	0.2	0.31999	0	0	0.19977	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	3
52485	17495	0.3	0.20917	5.7159e-05	0	0.198	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	3
69980	17495	0.39999	0.15311	0	0	0.20211	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	3
87475	17495	0.49999	0.12904	5.7159e-05	0	0.19994	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	3
104970	17495	0.59999	0.11674	0.00011432	0	0.19794	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	3
122465	17495	0.69998	0.10926	0	0	0.20177	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	3
139960	17495	0.79998	0.10473	0	0	0.19794	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	3
157455	17495	0.89997	0.10364	0	0	0.19268	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	3
174950	17495	0.99997	0.10261	0	0	0.1916	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	3
174955	5	1	0.10261	0	0	0.2	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	3
3184	3185	0.10003	0.55151	0	0	0.21821	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	3
6368	3184	0.20003	0.32487	0	0	0.21734	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	3
9552	3184	0.30003	0.21847	0	0	0.2032	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	3
12736	3184	0.40003	0.16746	0	0	0.20477	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	3
15920	3184	0.50003	0.13442	0	0	0.21294	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	3
19104	3184	0.60003	0.12626	0	0	0.21577	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	3
22288	3184	0.70003	0.11822	0.00031407	0	0.22111	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	3
25472	3184	0.80003	0.11432	0.00031407	0	0.19786	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	3
28656	3184	0.90003	0.11294	0	0	0.23461	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	3
31839	3183	1	0.11068	0	0	0.21458	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	3
3185	3186	0.10003	0.52342	0	0	0.15725	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	3
6370	3185	0.20002	0.2916	0	0	0.15604	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	3
9555	3185	0.30001	0.18485	0	0	0.15699	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	3
12740	3185	0.40001	0.13864	0.00031397	0	0.15699	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	3
15925	3185	0.5	0.11064	0	0	0.15793	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	3
19110	3185	0.59999	0.092679	0	0	0.14914	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	3
22295	3185	0.69999	0.087153	0	0	0.15542	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	3
25480	3185	0.79998	0.082255	0.00031397	0	0.14976	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	3
28665	3185	0.89997	0.085772	0	0	0.15259	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	3
31850	3185	0.99997	0.083386	0	0	0.16892	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	3
31851	1	1	0.083511	0	0	0	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	3
287	288	0.10028	0.48189	0.0034722	0	0.0625	0	0	Gene - participates - Hallmarks	GpH	3
574	287	0.20021	0.24791	0	0	0.073171	0	0	Gene - participates - Hallmarks	GpH	3
861	287	0.30014	0.16295	0	0	0.069686	0	0	Gene - participates - Hallmarks	GpH	3
1148	287	0.40007	0.10306	0	0	0.066202	0	0	Gene - participates - Hallmarks	GpH	3
1435	287	0.5	0.083565	0.0034843	0	0.087108	0	0	Gene - participates - Hallmarks	GpH	3
1722	287	0.59993	0.057103	0	0	0.094077	0	0	Gene - participates - Hallmarks	GpH	3
2009	287	0.69986	0.059889	0	0	0.10453	0	0	Gene - participates - Hallmarks	GpH	3
2296	287	0.79979	0.054318	0	0	0.087108	0	0	Gene - participates - Hallmarks	GpH	3
2583	287	0.89972	0.06546	0	0	0.090592	0	0	Gene - participates - Hallmarks	GpH	3
2870	287	0.99965	0.072423	0	0	0.090592	0	0	Gene - participates - Hallmarks	GpH	3
2871	1	1	0.072423	0	0	0	0	0	Gene - participates - Hallmarks	GpH	3
35514	35515	0.1	0.46464	0	0	0.035506	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	3
71028	35514	0.2	0.22108	0	0	0.03714	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	3
106542	35514	0.3	0.11184	2.8158e-05	0	0.038717	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	3
142056	35514	0.4	0.061869	2.8158e-05	0	0.038069	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	3
177570	35514	0.5	0.039027	0	0	0.03638	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	3
213084	35514	0.6	0.028462	0	0	0.037563	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	3
248598	35514	0.7	0.023033	2.8158e-05	0	0.036436	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	3
284112	35514	0.8	0.021085	2.8158e-05	0	0.037197	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	3
319626	35514	0.9	0.019789	2.8158e-05	0	0.038633	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	3
355139	35513	1	0.019497	0	0	0.037789	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	3
1657	1658	0.10005	0.54695	0	0	0.19421	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	3
3314	1657	0.20004	0.31451	0	0	0.16234	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	3
4971	1657	0.30002	0.19575	0	0	0.172	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	3
6628	1657	0.40001	0.14048	0	0	0.1557	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	3
8285	1657	0.5	0.11538	0	0	0.17502	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	3
9942	1657	0.59999	0.1062	0	0	0.1889	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	3
11599	1657	0.69998	0.1021	0	0	0.1726	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	3
13256	1657	0.79996	0.097997	0	0	0.16838	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	3
14913	1657	0.89995	0.099203	0	0	0.16113	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	3
16570	1657	0.99994	0.089307	0	0	0.18527	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	3
16571	1	1	0.089549	0	0	0	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	3
6937	6938	0.10001	0.54999	0	0	0.21245	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	3
13874	6937	0.2	0.32836	0	0	0.21739	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	3
20811	6937	0.29999	0.21546	0.00028831	0	0.21407	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	3
27748	6937	0.39998	0.16426	0	0	0.21248	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	3
34685	6937	0.49997	0.13469	0.00014415	0	0.21594	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	3
41622	6937	0.59996	0.12235	0	0	0.2096	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	3
48559	6937	0.69995	0.11428	0	0	0.20859	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	3
55496	6937	0.79995	0.11341	0	0	0.21234	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	3
62433	6937	0.89994	0.11185	0.00014415	0	0.19418	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	3
69370	6937	0.99993	0.11116	0	0	0.22301	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	3
69375	5	1	0.1111	0	0	0	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	3
1134	1135	0.10005	0.47003	0	0	0.054626	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	3
2268	1134	0.20002	0.23977	0	0	0.060847	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	3
3402	1134	0.29998	0.12553	0	0	0.05291	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	3
4536	1134	0.39995	0.076516	0	0	0.057319	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	3
5670	1134	0.49991	0.055712	0	0	0.044974	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	3
6804	1134	0.59988	0.038787	0	0	0.056437	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	3
7938	1134	0.69984	0.032087	0.0017637	0	0.044974	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	3
9072	1134	0.79981	0.034556	0	0	0.044974	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	3
10206	1134	0.89977	0.02574	0	0	0.044974	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	3
11340	1134	0.99974	0.027151	0	0	0.046737	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	3
11343	3	1	0.027151	0	0	0	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	3
510	511	0.10004	0.46124	0	0	0.0039139	0	0	Gene - participates - Positional-Gene-Sets	GpC1	3
1020	510	0.19988	0.22318	0	0	0.019608	0	0	Gene - participates - Positional-Gene-Sets	GpC1	3
1530	510	0.29973	0.11903	0	0	0.021569	0	0	Gene - participates - Positional-Gene-Sets	GpC1	3
2040	510	0.39957	0.057948	0.0019608	0	0.0098039	0	0	Gene - participates - Positional-Gene-Sets	GpC1	3
2550	510	0.49941	0.039154	0	0	0.011765	0	0	Gene - participates - Positional-Gene-Sets	GpC1	3
3060	510	0.59926	0.025842	0	0	0.023529	0	0	Gene - participates - Positional-Gene-Sets	GpC1	3
3570	510	0.6991	0.018794	0	0	0.011765	0	0	Gene - participates - Positional-Gene-Sets	GpC1	3
4080	510	0.79894	0.017228	0	0	0.017647	0	0	Gene - participates - Positional-Gene-Sets	GpC1	3
4590	510	0.89879	0.012529	0	0	0.013725	0	0	Gene - participates - Positional-Gene-Sets	GpC1	3
5100	510	0.99863	0.016445	0.0019608	0	0.019608	0	0	Gene - participates - Positional-Gene-Sets	GpC1	3
5107	7	1	0.016445	0	0	0	0	0	Gene - participates - Positional-Gene-Sets	GpC1	3
708	709	0.10008	0.49351	0.0028209	0	0.084626	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	3
1416	708	0.20003	0.24901	0.0014124	0	0.069209	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	3
2124	708	0.29997	0.14286	0	0	0.063559	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	3
2832	708	0.39992	0.087521	0.0014124	0	0.074859	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	3
3540	708	0.49986	0.051948	0	0	0.067797	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	3
4248	708	0.5998	0.042914	0	0	0.080508	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	3
4956	708	0.69975	0.046302	0.0014124	0	0.063559	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	3
5664	708	0.79969	0.047431	0	0	0.070621	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	3
6372	708	0.89963	0.042914	0	0	0.073446	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	3
7080	708	0.99958	0.045737	0.0042373	0	0.077684	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	3
7083	3	1	0.045737	0	0	0.33333	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	3
1963	1964	0.10002	0.53595	0	0	0.18126	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	4
3926	1963	0.19999	0.29415	0	0	0.1513	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	4
5889	1963	0.29996	0.18761	0	0	0.15385	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	4
7852	1963	0.39993	0.14178	0	0	0.16811	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	4
9815	1963	0.4999	0.11163	0	0	0.15792	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	4
11778	1963	0.59987	0.10022	0	0	0.16964	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	4
13741	1963	0.69984	0.096965	0	0	0.162	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	4
15704	1963	0.79981	0.094928	0.00050942	0	0.17015	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	4
